术语ID,术语名称(中文),术语名称(英文),术语别名,术语定义,确认状态,术语来源,使用情况,创建人,最后编辑人,最后编辑时间
rZ9h45,新增,new_addition,,新增指在原有基础上增加新内容或项目。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rj2mc9,新增名单,new_addition_list,,新增名单指新加入系统或活动的成员列表。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rJiArZ,新增属性,new_attribute,,新增属性指在类或对象中动态添加的新数据成员。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rhpnAr,新增行业,new_industry,,指因技术、需求或政策创新而诞生的全新经济领域，如近年的人工智能产业。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rMFTlJ,信用等级,credit_level,,信用等级是评估债务人偿债能力和信用风险的量化指标，通常由专业机构评定。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
r21uNP,行业编码,industry_code,,行业编码是用于分类和标识不同经济活动的标准化数字代码。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rcBzJw,行业层级,industry_level,,行业层级指产业链中从原材料到终端消费的纵向分工层次，如上游、中游、下游。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
r8e4aM,行业名称,industry_name,,指企业所属经济领域的官方分类名称，如“制造业”、“信息技术服务业”。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rGdw4b,需求数量,demand_count,,需求数量指特定条件下消费者愿意且能够购买的商品或服务总量。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
r28Nic,序号,seq_no,,数据包或消息中的顺序编号，用于标识和排序。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
r9oh7k,巡库编号,patrol_no,,巡库编号是水库巡查任务或记录的特定标识代码。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rWCOD6,巡库次数,patrol_count,,巡库次数指安保人员按规定路线巡查仓库的每日总次数。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rrhAnu,巡库结果,patrol_result,,巡库结果指对仓库进行定期巡查后记录的问题与状态汇总。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
r1yN59,巡库人员,patrol_person,,负责定期巡查水库、检查设施安全及记录运行状态的工作人员。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rXwXDX,巡库日期,patrol_date,,巡库日期指水库管理人员按规定进行日常巡查的具体日期。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rfatda,巡库是否异常,is_patrol_abnormal,,巡库是否异常指巡检过程中发现设备或环境偏离正常状态，需进一步处理。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rZ6mbM,巡库说明,patrol_report,,巡库说明是水库管理中对日常巡查情况的记录与汇报文档。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
r9bZ5C,询价单编号,inquiry_no,,询价单的唯一识别代码，用于追踪和管理采购需求。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rFiDKE,询价方,inquirer,,询价方指在交易中主动提出询价、寻求商品或服务信息的买方或潜在客户。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rinHPd,询价价格,inquiry_price,,询价价格指买方为获取商品或服务信息而向卖方询问的参考报价，非最终交易价格。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rxqJVy,询价金额,inquiry_amount,,指客户询价时提出的预估采购预算金额。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
renab8,询价时间,inquiry_time,,询价时间指交易者向市场询问价格但未承诺成交的短暂时刻。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rDcbso,询价数量,inquiry_quantity,,询价数量指买方在询价时希望了解或采购的商品数量。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rdqQeH,询价状态,inquiry_status,,指采购方发出询价后，供应商报价所处的阶段状态，如待报价、已报价等。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
r6e73h,验证状态,verify_status,验真状态,验证状态指用户身份或信息真实性的核实结果。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rwZot8,邀请码,invitation_code,,邀请码是用于限制注册或访问权限的、需他人提供的唯一字符串凭证。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rh70Ns,业务场景,biz_scene,,业务场景指特定业务活动中用户需求、流程与系统交互的具体情境。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rErMwc,业务单号,biz_no,,业务单号是唯一标识一笔业务或交易的编号，用于系统追踪和管理。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rFDNdM,业务经理,biz_manager,,业务经理是负责企业特定业务线或部门运营、管理与业绩的管理者。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rRpMZ8,业务子场景,biz_sub_scene,业务子类,业务子类指在特定业务领域内，对产品或服务进行的更精细分类。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rR2x6e,乙方,party_b,,合同或协议中接受服务或履行义务的一方。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rpB9Hc,已付金额,paid_amount,,已付金额指交易中买方实际支付给卖方的款项数额。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rCNDGq,已用额度,used_credit,已用授信,已用额度指客户已使用的授信金额，即当前欠款。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rgvoOv,异常标记,abnormal_flag,,异常标记是数据中标识观测值偏离正常范围的标签，用于指示潜在错误或特殊情况。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
r9Y7lk,异常数量,abnormal_count,,异常数量指超出正常范围的数据值或事件频次，通常用于监测异常情况。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月18日
rkuKIA,异常信息,abnormal_info,异常项,异常信息指系统运行中出现的非预期状态或错误数据。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rFQyGN,银行产品,bank_product,,银行向客户提供的金融工具与服务，如存款、贷款、理财等。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rza8FG,银行名称,bank_name,,银行名称是金融机构在注册和经营中使用的法定标识。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rNFNwk,银行账号,bank_account_no,,银行账号是银行分配给客户的唯一数字标识，用于资金存取与结算。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rIudv7,应付利息,payable_interest,本次应还利息,应付利息指本期应支付但尚未支付的借款利息。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rMNivZ,应计利息,accrued_interest,,债券自上次付息日至结算日间累积的未付利息。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rOp92e,应收融资,receivable_financing,,企业将应收账款转让给金融机构以提前获取资金的融资方式。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rtL9ve,应用市场,app_store,,应用商店是供用户下载、安装和管理手机应用的官方或第三方平台。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rp3hUd,影像批次号,image_batch_no,,影像批次号是同一批采集或处理的图像的唯一标识编号。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
r9fDkj,映射比例,mapping_scale,,映射比例指地图上单位长度代表的实地距离比例。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
r3mE7H,用户类型,user_type,,用户类型指根据行为、需求等特征对用户群体进行分类的标签，如新用户、活跃用户、付费用户等。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rIgNc1,用户类型状态,user_type_status,,用户类型状态指用户账户的分类与当前使用权限状态。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rZbOY1,有无业务经理,has_biz_manager,,指企业是否设有专门负责业务拓展和管理的经理岗位。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rf4kKH,有效客户数,valid_customer_count,,有效客户数指符合特定业务标准、可产生价值的客户总数。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
reNAm9,有效期,valid_period,,指服务、数据或权限可正常使用的起止时间范围。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rzQ5Y1,有效授信总额度,total_valid_credit_limit,,指银行或机构批准客户可循环使用的最高贷款金额。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rmAVYT,有效已用额度,valid_used_credit,,有效已用额度指信用卡已消费且计入账单、需还款的金额。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rXARzR,逾期金额,overdue_amount,,指借款到期后仍未偿还的本金或利息总额。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rWVGRv,逾期率,overdue_rate,,逾期率指贷款或债务中未按时偿还的金额占总金额的比例，反映违约风险。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rhw6d8,逾期天数,overdue_days,超期天数,指贷款或账单超过约定还款日未还的天数。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
r4PgXy,预付款余额,prepay_balance,,预付款余额指客户已支付但尚未消费的款项，属于企业负债。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rGUFOa,预付融资,prepay_financing,,买方提前支付货款，卖方以此作为融资来源。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rEJpWC,预估费用,estimate_cost,,预估费用是对项目或服务所需花费的预先测算与评估。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
ruBdGA,预计待还利息,estimate_interest,,预计待还利息指根据当前贷款信息估算的未来应还利息金额。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rz8rEb,预警类型,alert_type,,预警类型指触发告警的具体事件类别，如性能异常、安全攻击或系统故障。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rrwoYt,园区代码,park_code,,园区代码是用于唯一标识特定产业园区的数字或字母编码。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rRNZvW,园区客户,park_customer_name,,园区客户指入驻特定产业园区并享受其配套服务的企业或机构。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rJpG85,园区类型,park_type,,园区类型指按产业功能划分的园区类别，如工业园、科技园、文创园等。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
r1hUAW,园区面积,park_area,,指园区规划或实际占用的土地总面积。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
roJq40,园区名称,park_name,,园区名称指公园、科技园等特定区域的正式称谓。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rg2N8v,月收入评估,monthly_income_evaluation,,月收入评估指通过分析个人或家庭的月度总收入，衡量其经济状况和还款能力的过程。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
rcpwZ9,运单编号,waybill_no,,运单编号是物流运输中用于唯一标识和追踪包裹的编码。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
r8jL7R,运单来源,waybill_source,,运单来源指生成物流运单的渠道或系统，如电商平台、ERP或线下录入。,待确认,业务系统(云平台),,兰恩来,兰恩来,2026年3月24日
